name	tdl	sym	uniprot	chr
Complement component C8 alpha chain	Tbio	C8A	P07357	1p32.2
Collagen alpha-1(IX) chain	Tbio	COL9A1	P20849	6q13
Cytochrome c oxidase assembly factor 3 homolog, mitochondrial	Tbio	COA3	Q9Y2R0	17q21.2
Cytochrome c oxidase assembly factor 6 homolog	Tbio	COA6	Q5JTJ3	1q42.2
Collagen alpha-1(X) chain	Tbio	COL10A1	Q03692	6q22.1
Phosphopantothenoylcysteine decarboxylase	Tbio	PPCDC	Q96CD2	15q24.2
Putative uncharacterized protein encoded by COL5A1-AS1	Tdark	COL5A1-AS1	Q5SY13	9q34.3
Bifunctional coenzyme A synthase	Tbio	COASY	Q13057	17q21.2
Cochlin	Tbio	COCH	O43405	14q12
Collagen alpha-1(XIII) chain	Tbio	COL13A1	Q5TAT6	10q22.1
Collagen alpha-1(XXVIII) chain	Tdark	COL28A1	Q2UY09	7p21.3
Mitochondrial inner membrane protein COX18	Tbio	COX18	Q8N8Q8	4q13.3
Aromatase	Tclin	CYP19A1	P11511	15q21.2
Cytochrome P450 20A1	Tdark	CYP20A1	Q6UW02	2q33.2
Anamorsin	Tbio	CIAPIN1	Q6FI81	16q21
Complexin-1	Tbio	CPLX1	O14810	4p16.3
C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8	Tbio	CPAMD8	Q8IZJ3	19p13.11
Copine-1	Tbio	CPNE1	Q99829	20q11.22
Copine-3	Tbio	CPNE3	O75131	8q21.3
Copine-6	Tbio	CPNE6	O95741	14q11.2
Serine/threonine-protein phosphatase CPPED1	Tbio	CPPED1	Q9BRF8	16p13.12
Putative cleavage and polyadenylation specificity factor subunit 4-like protein	Tdark	CPSF4L	A6NMK7	17q25.1
Cleavage and polyadenylation specificity factor subunit 3	Tbio	CPSF3	Q9UKF6	2p25.1
Cleavage and polyadenylation specificity factor subunit 4	Tbio	CPSF4	O95639	7q22.1
Cleavage and polyadenylation specificity factor subunit 6	Tbio	CPSF6	Q16630	12q15
Cleavage and polyadenylation specificity factor subunit 7	Tdark	CPSF7	Q8N684	11q12.2
Carnitine O-palmitoyltransferase 1, liver isoform	Tchem	CPT1A	P50416	11q13.3
Carnitine O-palmitoyltransferase 2, mitochondrial	Tchem	CPT2	P23786	1p32.3
Probable serine carboxypeptidase CPVL	Tbio	CPVL	Q9H3G5	7p14.3
CPX chromosomal region candidate gene 1 protein	Tdark	CPXCR1	Q8N123	Xq21.31
Uncharacterized protein C17orf47	Tdark	C17orf47	Q8NEP4	17q22
Uncharacterized protein C17orf51	Tdark	C17orf51	A8MQB3	17p11.2
Coenzyme Q-binding protein COQ10 homolog B, mitochondrial	Tdark	COQ10B	Q9H8M1	2q33.1
Transmembrane protein C17orf113	Tdark	ZNF385C	A0A1B0GUU1	17q21.2
Uncharacterized protein C18orf12	Tdark	C18orf12	Q96KH6	18q21.1
Putative uncharacterized protein C18orf15	Tdark	C18orf15	Q96N68	18p11.21
Putative uncharacterized protein encoded by LINC00305	Tdark	LINC00305	Q7Z4B0	18q22.1
Putative uncharacterized protein encoded by LINC01387	Tdark	LINC01387	J3KSC0	18p11.31
Cyclic AMP-responsive element-binding protein 3-like protein 3	Tbio	CREB3L3	Q68CJ9	19p13.3
Collagen alpha-1(VI) chain	Tbio	COL6A1	P12109	21q22.3
Collagen alpha-2(VI) chain	Tbio	COL6A2	P12110	21q22.3
Collagen alpha-5(VI) chain	Tbio	COL6A5	A8TX70	3q22.1
Collagen alpha-6(VI) chain	Tdark	COL6A6	A6NMZ7	3q22.1
Cytochrome c oxidase assembly factor 4 homolog, mitochondrial	Tbio	COA4	Q9NYJ1	11q13.4
Cytochrome c oxidase assembly factor 7	Tbio	COA7	Q96BR5	1p32.3
Protein cordon-bleu	Tbio	COBL	O75128	7p12.1
Transcription factor COE4	Tbio	EBF4	Q9BQW3	20p13
Collagen alpha-1(XIV) chain	Tbio	COL14A1	Q05707	8q24.12
Cofilin-1	Tbio	CFL1	P23528	11q13.1
Collagen alpha-1(XV) chain	Tbio	COL15A1	P39059	9q22.33
5-demethoxyubiquinone hydroxylase, mitochondrial	Tbio	COQ7	Q99807	16p12.3
Coronin-2B	Tdark	CORO2B	Q9UQ03	15q23
Collagen alpha-1(XXVII) chain	Tbio	COL27A1	Q8IZC6	9q32
Coronin-6	Tdark	CORO6	Q6QEF8	17q11.2
Coronin-7	Tbio	CORO7	P57737	16p13.3
COUP transcription factor 1	Tbio	NR2F1	P10589	5q15
COUP transcription factor 2	Tbio	NR2F2	P24468	15q26.2
Coactosin-like protein	Tbio	COTL1	Q14019	16q24.1
Cytochrome c oxidase assembly protein COX15 homolog	Tbio	COX15	Q7KZN9	10q24.2
Cytochrome c oxidase protein 20 homolog	Tbio	COX20	Q5RI15	1q44
Cytochrome c oxidase subunit 8A, mitochondrial	Tbio	COX8A	P10176	11q13.1
COX assembly mitochondrial protein 2 homolog	Tbio	CMC2	Q9NRP2	16q23.2
Uncharacterized protein C16orf46	Tdark	C16orf46	Q6P387	16q23.2
Putative uncharacterized protein C16orf47	Tdark	C16orf47	Q6ZP98	16q22.3
Uncharacterized protein C16orf86	Tdark	C16orf86	Q6ZW13	16q22.1
UPF0764 protein C16orf89	Tbio	C16orf89	Q6UX73	16p13.3
Uncharacterized protein C16orf92	Tdark	C16orf92	Q96LL3	16p11.2
Cholesterol side-chain cleavage enzyme, mitochondrial	Tclin	CYP11A1	P05108	15q24.1
Centrosomal protein of 131 kDa	Tbio	CEP131	Q9UPN4	17q25.3
Cytochrome P450 26C1	Tbio	CYP26C1	Q6V0L0	10q23.33
Cytochrome P450 2A7	Tbio	CYP2A7	P20853	19q13.2
Cytochrome P450 2C18	Tchem	CYP2C18	P33260	10q23.33
24-hydroxycholesterol 7-alpha-hydroxylase	Tbio	CYP39A1	Q9NYL5	6p12.3
Cytochrome P450 3A4	Tclin	CYP3A4	P08684	7q22.1
Phylloquinone omega-hydroxylase CYP4F2	Tchem	CYP4F2	P78329	19p13.12
Uncharacterized protein C17orf50	Tdark	C17orf50	Q8WW18	17q12
Putative uncharacterized protein encoded by LINC00482	Tdark	LINC00482	Q8N8I6	17q25.3
UPF0450 protein C17orf58	Tdark	C17orf58	Q2M2W7	17q24.2
Putative uncharacterized protein encoded by MIR22HG	Tdark	MIR22HG	Q0VDD5	17p13.3
Uncharacterized protein C17orf98	Tdark	C17orf98	A8MV24	17q12
UPF0729 protein C18orf32	Tdark	C18orf32	Q8TCD1	18q21.1
Complement component receptor 1-like protein	Tdark	CR1L	Q2VPA4	1q32.2
Complement receptor type 1	Tbio	CR1	P17927	1q32.2
Cyclic AMP-responsive element-binding protein 3-like protein 4	Tbio	CREB3L4	Q8TEY5	1q21.3
Death domain-containing protein CRADD	Tbio	CRADD	P78560	12q22
Putative uncharacterized protein CRYM-AS1	Tdark	CRYM-AS1	A6NIL9	16p12.2
Beta-crystallin A3	Tbio	CRYBA1	P05813	17q11.2
Chorionic somatomammotropin hormone-like 1	Tbio	CSHL1	Q14406	17q23.3
Casein kinase II subunit alpha'	Tchem	CSNK2A2	P19784	16q21
Cysteine and glycine-rich protein 2	Tbio	CSRP2	Q16527	12q21.2
Cysteine and glycine-rich protein 3	Tbio	CSRP3	P50461	11p15.1
RNA polymerase-associated protein CTR9 homolog	Tbio	CTR9	Q6PD62	11p15.4
Chymotrypsinogen B	Tchem	CTRB1	P17538	16q23.1
Chymotrypsin-C	Tchem	CTRC	Q99895	1p36.21
CTD small phosphatase-like protein 2	Tdark	CTDSPL2	Q05D32	15q15.3-q21.1
Cytoplasmic tRNA 2-thiolation protein 2	Tdark	CTU2	Q2VPK5	16q24.3
Putative uncharacterized protein encoded by LINC01549	Tdark	LINC01549	A6NIU2	21q21.1
Putative uncharacterized protein encoded by LINC00313	Tdark	LINC00313	P59037	21q22.3
Claspin	Tbio	CLSPN	Q9HAW4	1p34.3
Clusterin-associated protein 1	Tbio	CLUAP1	Q96AJ1	16p13.3
Putative protein CLUHP3	Tdark	CLUHP3	Q96NS8	16p11.2
Clusterin	Tbio	CLU	P10909	8p21.1
Cx9C motif-containing protein 4	Tdark	CMC4	P56277	Xq28
Chromogranin-A	Tbio	CHGA	P10645	14q32.12
Protein CMSS1	Tdark	CMSS1	Q9BQ75	3q12.1
Uncharacterized protein encoded by LINC01551	Tdark	LINC01551	Q86U37	14q12
Uncharacterized protein C14orf37	Tdark	C14orf37	Q86TY3	14q23.1
Uncharacterized protein C14orf93	Tdark	C14orf93	Q9H972	14q11.2
Putative uncharacterized protein C14orf144	Tdark	C14orf144	Q96I85	14q32.33
Putative uncharacterized protein encoded by LINC01599	Tdark	LINC01599	Q8WXQ3	14q21.3
Condensin-2 complex subunit G2	Tbio	NCAPG2	Q86XI2	7q36.3
Condensin-2 complex subunit H2	Tbio	NCAPH2	Q6IBW4	22q13.33
Cyclic nucleotide-gated cation channel alpha-3	Tchem	CNGA3	Q16281	2q11.2
Calponin-3	Tbio	CNN3	Q15417	1p21.3
Metal transporter CNNM4	Tbio	CNNM4	Q6P4Q7	2q11.2
CCR4-NOT transcription complex subunit 11	Tbio	CNOT11	Q9UKZ1	2q11.2
CCR4-NOT transcription complex subunit 8	Tbio	CNOT8	Q9UFF9	5q33.2
CCR4-NOT transcription complex subunit 9	Tbio	CNOT9	Q92600	2q35
Cannabinoid receptor 1	Tclin	CNR1	P21554	6q15
Putative uncharacterized protein encoded by LINC00597	Tdark	LINC00597	Q9H2U6	15q23-q24
Putative uncharacterized protein C15orf54	Tdark	C15orf54	Q8N8G6	15q14
Collagen alpha-1(I) chain	Tbio	COL1A1	P02452	17q21.33
Collagen alpha-1(IV) chain	Tbio	COL4A1	P02462	13q34
Collagen alpha-2(IV) chain	Tbio	COL4A2	P08572	13q34
Collagen alpha-4(IV) chain	Tbio	COL4A4	P53420	2q36.3
Collagen alpha-1(V) chain	Tbio	COL5A1	P20908	9q34.3
Collagen alpha-2(V) chain	Tbio	COL5A2	P05997	2q32.2
Complement C5	Tclin	C5	P01031	9q33.2
Complement component C8 gamma chain	Tbio	C8G	P07360	9q34.3
Collagen alpha-3(IX) chain	Tbio	COL9A3	Q14050	20q13.33
Complement component C9	Tbio	C9	P02748	5p13.1
Cordon-bleu protein-like 1	Tbio	COBLL1	Q53SF7	2q24.3
Collagen alpha-1(XII) chain	Tbio	COL12A1	Q99715	6q13-q14.1
Transcription factor COE2	Tbio	EBF2	Q9HAK2	8p21.2
Conserved oligomeric Golgi complex subunit 6	Tbio	COG6	Q9Y2V7	13q14.11
Conserved oligomeric Golgi complex subunit 8	Tbio	COG8	Q96MW5	16q22.1
Collagen alpha-1(XVII) chain	Tbio	COL17A1	Q9UMD9	10q25.1
Collagen alpha-1(XVIII) chain	Tbio	COL18A1	P39060	21q22.3
Collagen alpha-1(XIX) chain	Tbio	COL19A1	Q14993	6q13
COMM domain-containing protein 3	Tbio	COMMD3	Q9UBI1	10p12.2
Coatomer subunit beta'	Tbio	COPB2	P35606	3q23
Coatomer subunit beta	Tbio	COPB1	P53618	11p15.2
Coatomer subunit gamma-2	Tdark	COPG2	Q9UBF2	7q32.2
Probable low affinity copper uptake protein 2	Tbio	SLC31A2	O15432	9q32
Ubiquinone biosynthesis protein COQ9, mitochondrial	Tbio	COQ9	O75208	16q21
Collagen alpha-1(XXVI) chain	Tdark	COL26A1	Q96A83	7q22.1
Coronin-1C	Tbio	CORO1C	Q9ULV4	12q24.11
Collagen alpha-1(XVI) chain	Tbio	COL16A1	Q07092	1p35.2
Collectin-10	Tbio	COLEC10	Q9Y6Z7	8q24.12
Collectin-11	Tbio	COLEC11	Q9BWP8	2p25.3
Collectin-12	Tbio	COLEC12	Q5KU26	18p11.32
Colorectal cancer-associated protein 1	Tdark	COLCA1	Q6ZS62	11q23.1
Colipase-like protein 1	Tdark	CLPSL1	A2RUU4	6p21.31
Colipase-like protein 2	Tdark	CLPSL2	Q6UWE3	6p21.31
Collagen alpha-1(XXII) chain	Tdark	COL22A1	Q8NFW1	8q24.23-q24.3
COMM domain-containing protein 1	Tbio	COMMD1	Q8N668	2p15
COMM domain-containing protein 4	Tdark	COMMD4	Q9H0A8	15q24.2
COMM domain-containing protein 6	Tbio	COMMD6	Q7Z4G1	13q22.2
COMM domain-containing protein 9	Tdark	COMMD9	Q9P000	11p13
COMM domain-containing protein 10	Tdark	COMMD10	Q9Y6G5	5q23.1
Cartilage oligomeric matrix protein	Tbio	COMP	P49747	19p13.11
Coatomer subunit delta	Tbio	ARCN1	P48444	11q23.3
Coatomer subunit gamma-1	Tbio	COPG1	Q9Y678	3q21.3
Coatomer subunit zeta-1	Tbio	COPZ1	P61923	12q13.13
Atypical kinase COQ8A, mitochondrial	Tbio	COQ8A	Q8NI60	1q42.13
Atypical kinase COQ8B, mitochondrial	Tchem	COQ8B	Q96D53	19q13.2
Coronin-1A	Tbio	CORO1A	P31146	16p11.2
Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	Tdark	COX16	Q9P0S2	14q24.2
Cytochrome c oxidase copper chaperone	Tbio	COX17	Q14061	3q13.33
Cytochrome c oxidase assembly protein COX19	Tdark	COX19	Q49B96	7p22.3
Cytochrome c oxidase subunit 4 isoform 2, mitochondrial	Tbio	COX4I2	Q96KJ9	20q11.21
Cytochrome c oxidase subunit 5A, mitochondrial	Tbio	COX5A	P20674	15q24.2
Cytochrome c oxidase subunit 5B, mitochondrial	Tbio	COX5B	P10606	2q11.2
Cytochrome c oxidase subunit 6C	Tbio	COX6C	P09669	8q22.2
Cytochrome c oxidase subunit 7B, mitochondrial	Tbio	COX7B	P24311	Xq21.1
Cytochrome c oxidase subunit 7C, mitochondrial	Tdark	COX7C	P15954	5q14.3
Putative cytochrome c oxidase subunit 7A3, mitochondrial	Tdark	COX7A2P2	O60397	4q22.3
Uncharacterized protein C16orf52	Tdark	MOSMO	Q8NHV5	16p12.2
Transmembrane protein C16orf54	Tdark	C16orf54	Q6UWD8	16p11.2
Uncharacterized protein C16orf95	Tdark	C16orf95	Q9H693	16q24.2
Cilia- and flagella-associated protein 100	Tdark	CFAP100	Q494V2	3q21.3
Centriolar coiled-coil protein of 110 kDa	Tbio	CCP110	O43303	16p12.3
Cytochrome P450 2D6	Tclin	CYP2D6	P10635	22q13.2
Putative inactive cytochrome P450 family member 4Z2	Tdark	CYP4Z2P	Q8N1L4	1p33
Cholesterol 7-alpha-monooxygenase	Tbio	CYP7A1	P22680	8q12.1
25-hydroxycholesterol 7-alpha-hydroxylase	Tbio	CYP7B1	O75881	8q12.3
7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase	Tbio	CYP8B1	Q9UNU6	3p22.1
Carnitine O-palmitoyltransferase 1, muscle isoform	Tchem	CPT1B	Q92523	22q13.33
Carnitine O-palmitoyltransferase 1, brain isoform	Tbio	CPT1C	Q8TCG5	19q13.33
Ceramide-1-phosphate transfer protein	Tbio	CPTP	Q5TA50	1p36.33
CapZ-interacting protein	Tbio	RCSD1	Q6JBY9	1q24.2
Uncharacterized protein C17orf53	Tdark	C17orf53	Q8N3J3	17q21.31
Putative uncharacterized protein encoded by LINC00483	Tdark	LINC00483	Q53H64	17q21.33
Uncharacterized protein C17orf100	Tdark	C17orf100	A8MU93	17p13.1
Uncharacterized protein C17orf105	Tdark	CFAP97D1	B2RV13	17q21.31
Uncharacterized protein C17orf112	Tdark	C17orf112	F2Z3M2	17q22
Putative uncharacterized protein encoded by LINC00526	Tdark	LINC00526	Q96FQ7	18p11.31
UPF0711 protein C18orf21	Tdark	C18orf21	Q32NC0	18q12.2
Putative uncharacterized protein C18orf65	Tdark	C18orf65	Q6ZTR6	18q23
Protein cereblon	Tclin	CRBN	Q96SW2	3p26.2
Cysteine-rich with EGF-like domain protein 2	Tbio	CRELD2	Q6UXH1	22q13.33
CREB3 regulatory factor	Tdark	CREBRF	Q8IUR6	5q35.1
Cartilage-associated protein	Tbio	CRTAP	O75718	3p22.3
CREB-regulated transcription coactivator 2	Tbio	CRTC2	Q53ET0	1q21.3
CREB-regulated transcription coactivator 3	Tbio	CRTC3	Q6UUV7	15q26.1
Uncharacterized protein C19orf18	Tdark	C19orf18	Q8NEA5	19q13.43
Uncharacterized membrane protein C19orf24	Tdark	C19orf24	Q9BVV8	19p13.3
Uncharacterized protein C19orf47	Tdark	C19orf47	Q8N9M1	19q13.2
Uncharacterized protein C19orf57	Tdark	C19orf57	Q0VDD7	19p13.12
Putative uncharacterized protein C19orf81	Tdark	C19orf81	C9J6K1	19q13.33
Uncharacterized protein C19orf84	Tdark	C19orf84	I3L1E1	19q13.41
Cysteine sulfinic acid decarboxylase	Tbio	CSAD	Q9Y600	12q13.13
Putative chondrosarcoma-associated gene 1 protein	Tdark	CSAG1	Q6PB30	Xq28
Protein CASC2, isoform 3	Tbio	CASC2	Q6XLA1	10q26.11
Calsenilin	Tbio	KCNIP3	Q9Y2W7	2q11.1
Granulocyte colony-stimulating factor receptor	Tclin	CSF3R	Q99062	1p34.3
Granulocyte colony-stimulating factor	Tbio	CSF3	P09919	17q21.1
COP9 signalosome complex subunit 1	Tbio	GPS1	Q13098	17q25.3
Versican core protein	Tbio	VCAN	P13611	5q14.2-q14.3
Chondroitin sulfate proteoglycan 4	Tbio	CSPG4	Q6UVK1	15q24.2
Cbp/p300-interacting transactivator 1	Tbio	CITED1	Q99966	Xq13.1
UPF0728 protein C10orf53	Tdark	C10orf53	Q8N6V4	10q11.23
Uncharacterized protein C10orf67, mitochondrial	Tdark	C10orf67	Q8IYJ2	10p12.2
Uncharacterized protein C10orf88	Tdark	C10orf88	Q9H8K7	10q26.13
Uncharacterized protein C10orf91	Tdark	C10orf91	Q5T1B1	10q26.3
Uncharacterized protein C10orf120	Tdark	C10orf120	Q5SQS8	10q26.13
Putative uncharacterized protein C11orf40	Tdark	C11orf40	Q8WZ69	11p15.4
UPF0705 protein C11orf49	Tdark	C11orf49	Q9H6J7	11p11.2
Calcium/calmodulin-dependent protein kinase II inhibitor 2	Tbio	CAMK2N2	Q96S95	3q27.1
CDK5 regulatory subunit-associated protein 2	Tbio	CDK5RAP2	Q96SN8	9q33.2
Cytoskeleton-associated protein 2	Tbio	CKAP2	Q8WWK9	13q14.3
Cytoskeleton-associated protein 5	Tbio	CKAP5	Q14008	11p11.2
Uncharacterized protein C12orf56	Tdark	C12orf56	Q8IXR9	12q14.2
Putative transmembrane protein encoded by LINC00477	Tdark	LINC00477	Q96M19	12p12.1
Uncharacterized protein C12orf73	Tdark	C12orf73	Q69YU5	12q23.3
Uncharacterized protein C12orf76	Tdark	C12orf76	Q8N812	12q24.11
C-type lectin domain family 17, member A	Tbio	CLEC17A	Q6ZS10	19p13.12
C-type lectin domain family 18 member B	Tdark	CLEC18B	Q6UXF7	16q23.1
C-type lectin domain family 19 member A	Tdark	CLEC19A	Q6UXS0	16p12.3
CLIP-associating protein 2	Tbio	CLASP2	O75122	3p22.3
C-type lectin domain family 2 member A	Tbio	CLEC2A	Q6UVW9	12p13.31
C-type lectin domain family 3 member A	Tdark	CLEC3A	O75596	16q23.1
C-type lectin domain family 4 member C	Tbio	CLEC4C	Q8WTT0	12p13.31
C-type lectin domain family 4 member E	Tchem	CLEC4E	Q9ULY5	12p13.31
C-type lectin domain family 4 member K	Tbio	CD207	Q9UJ71	2p13.3
C-type lectin domain family 4 member M	Tbio	CLEC4M	Q9H2X3	19p13.2
C-type lectin domain family 6 member A	Tbio	CLEC6A	Q6EIG7	12p13.31
C-type lectin domain family 7 member A	Tbio	CLEC7A	Q9BXN2	12p13.2
C-type lectin-like domain family 1	Tbio	CLECL1	Q8IZS7	12p13.31
Chloride channel protein 2	Tclin	CLCN2	P51788	3q27.1
H(+)/Cl(-) exchange transporter 3	Tchem	CLCN3	P51790	4q33
H(+)/Cl(-) exchange transporter 7	Tchem	CLCN7	P51798	16p13.3
Claudin-14	Tbio	CLDN14	O95500	21q22.13
Claudin-16	Tbio	CLDN16	Q9Y5I7	3q28
Claudin-18	Tbio	CLDN18	P56856	3q22.3
Claudin-19	Tbio	CLDN19	Q8N6F1	1p34.2
Claudin-20	Tdark	CLDN20	P56880	6q25.3
Claudin-34	Tdark	CLDN34	H7C241	Xp22.2
Claudin-6	Tbio	CLDN6	P56747	16p13.3
Claudin domain-containing protein 1	Tbio	CLDND1	Q9NY35	3q11.2
Clathrin heavy chain 2	Tbio	CLTCL1	P53675	22q11.21
Clathrin heavy chain linker domain-containing protein 1	Tdark	CLHC1	Q8NHS4	2p16.1
Chloride intracellular channel protein 3	Tbio	CLIC3	O95833	9q34.3
Chloride intracellular channel protein 6	Tbio	CLIC6	Q96NY7	21q22.12
CAP-Gly domain-containing linker protein 3	Tbio	CLIP3	Q96DZ5	19q13.12
Dual specificity protein kinase CLK3	Tchem	CLK3	P49761	15q24.1
Ceroid-lipofuscinosis neuronal protein 5	Tbio	CLN5	O75503	13q22.3
Ceroid-lipofuscinosis neuronal protein 6	Tbio	CLN6	Q9NWW5	15q23
Caseinolytic peptidase B protein homolog	Tbio	CLPB	Q9H078	11q13.4
Catechol O-methyltransferase domain-containing protein 1	Tdark	COMTD1	Q86VU5	10q22.2
Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	Tbio	CMTR1	Q8N1G2	6p21.2
Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2	Tbio	CMTR2	Q8IYT2	16q22.2
Putative uncharacterized protein encoded by LINC00523	Tdark	LINC00523	Q86TU6	14q32.2
Uncharacterized protein C14orf80	Tdark	TEDC1	Q86SX3	14q32.33
Putative uncharacterized protein encoded by LINC00596	Tdark	LINC00596	Q86U02	14q11.2
Uncharacterized protein C14orf178	Tdark	C14orf178	Q8N769	14q24.3
Uncharacterized protein CSNK1G2-AS1	Tdark	CSNK1G2-AS1	Q8NCQ2	19p13.3
cGMP-gated cation channel alpha-1	Tchem	CNGA1	P29973	4p12
Cyclic nucleotide-gated olfactory channel	Tchem	CNGA2	Q16280	Xq28
Cyclic nucleotide-gated cation channel alpha-4	Tbio	CNGA4	Q8IV77	11p15.4
Cyclic nucleotide-gated cation channel beta-1	Tbio	CNGB1	Q14028	16q21
Protein cornichon homolog 2	Tbio	CNIH2	Q6PI25	11q13.2
Protein canopy homolog 3	Tbio	CNPY3	Q9BT09	6p21.1
Protein canopy homolog 4	Tdark	CNPY4	Q8N129	7q22.1
Cannabinoid receptor 2	Tchem	CNR2	P34972	1p36.11
Contactin-3	Tbio	CNTN3	Q9P232	3p12.3
Contactin-4	Tbio	CNTN4	Q8IWV2	3p26.3-p26.2
Contactin-associated protein-like 2	Tbio	CNTNAP2	Q9UHC6	7q35-q36.1
Centrobin	Tbio	CNTROB	Q8N137	17p13.1
UPF0235 protein C15orf40	Tdark	C15orf40	Q8WUR7	15q25.2
Uncharacterized protein C15orf41	Tdark	C15orf41	Q9Y2V0	15q14
Uncharacterized protein C15orf52	Tdark	CCDC9B	Q6ZUT6	15q15.1
Uncharacterized protein C15orf61	Tdark	C15orf61	A6NNL5	15q23
Collagen alpha-2(I) chain	Tbio	COL1A2	P08123	7q21.3
Complement C2	Tbio	C2	P06681	6p21.33
Collagen alpha-1(III) chain	Tbio	COL3A1	P02461	2q32.2
Complement C3	Tbio	C3	P01024	19p13.3
Collagen alpha-3(IV) chain	Tbio	COL4A3	Q01955	2q36.3
Collagen alpha-6(IV) chain	Tbio	COL4A6	Q14031	Xq22.3
Complement C4-B	Tbio	C4B	P0C0L5	6p21.33
Collagen alpha-3(V) chain	Tbio	COL5A3	P25940	19p13.2
Collagen alpha-3(VI) chain	Tbio	COL6A3	P12111	2q37.3
Collagen alpha-1(VII) chain	Tbio	COL7A1	Q02388	3p21.31
Complement component C8 beta chain	Tbio	C8B	P07358	1p32.2
Collagen alpha-2(IX) chain	Tbio	COL9A2	Q14055	1p34.2
Cytochrome c oxidase assembly factor 1 homolog	Tbio	COA1	Q9GZY4	7p13
Cytochrome c oxidase assembly factor 5	Tdark	COA5	Q86WW8	2q11.2
Putative uncharacterized protein encoded by LINC00614	Tdark	LINC00614	P0C842	10p12.1
UPF0686 protein C11orf1	Tdark	C11orf1	Q9H5F2	11q23.1
Uncharacterized protein C11orf16	Tdark	C11orf16	Q9NQ32	11p15.4
Uncharacterized protein C11orf52	Tdark	C11orf52	Q96A22	11q23.1
UPF0696 protein C11orf68	Tdark	C11orf68	Q9H3H3	11q13.1
Uncharacterized protein C11orf71	Tdark	C11orf71	Q6IPW1	11q23.2
Uncharacterized protein C11orf74	Tdark	C11orf74	Q86VG3	11p12
Cyclin-dependent kinases regulatory subunit 1	Tbio	CKS1B	P61024	1q21.3
Putative uncharacterized protein encoded by LINC00615	Tdark	LINC00615	Q96LM1	12q21.33
Uncharacterized protein C12orf45	Tdark	C12orf45	Q8N5I9	12q23.3
Uncharacterized protein C12orf71	Tdark	C12orf71	A8MTZ7	12p11.23
Uncharacterized protein encoded by LINC01619	Tdark	LINC01619	G3V211	12q21.33
CLK4-associating serine/arginine rich protein	Tbio	CLASRP	Q8N2M8	19q13.32
Choline O-acetyltransferase	Tchem	CHAT	P28329	10q11.23
Uncharacterized protein CLBA1	Tdark	CLBA1	Q96F83	14q32.33
C-type lectin domain family 1 member B	Tbio	CLEC1B	Q9P126	12p13.31-p13.2
C-type lectin domain family 2 member L	Tdark	CLEC2L	P0C7M8	7q34
Calcium-activated chloride channel regulator family member 3	Tdark	CLCA3P	Q9Y6N3	1p22.3
Chloride channel CLIC-like protein 1	Tbio	CLCC1	Q96S66	1p13.3
Claudin-10	Tbio	CLDN10	P78369	13q32.1
Claudin-11	Tbio	CLDN11	O75508	3q26.2
Claudin-12	Tbio	CLDN12	P56749	7q21.13
Claudin-15	Tbio	CLDN15	P56746	7q22.1
Claudin-1	Tbio	CLDN1	O95832	3q28
Claudin-23	Tbio	CLDN23	Q96B33	8p23.1
Putative claudin-24	Tdark	CLDN24	A6NM45	4q35.1
Claudin-2	Tbio	CLDN2	P57739	Xq22.3
Claudin-3	Tbio	CLDN3	O15551	7q11.23
Claudin-4	Tbio	CLDN4	O14493	7q11.23
Claudin-5	Tbio	CLDN5	O00501	22q11.21
Claudin-8	Tbio	CLDN8	P56748	21q22.11
Chloride intracellular channel protein 2	Tbio	CLIC2	O15247	Xq28
CAP-Gly domain-containing linker protein 2	Tbio	CLIP2	Q9UDT6	7q11.23
CAP-Gly domain-containing linker protein 4	Tdark	CLIP4	Q8N3C7	2p23.2
Dual specificity protein kinase CLK1	Tchem	CLK1	P49759	2q33.1
Chronic lymphocytic leukemia up-regulated protein 1	Tbio	CLLU1	Q5K131	12q22
CXADR-like membrane protein	Tbio	CLMP	Q9H6B4	11q24.1
Battenin	Tbio	CLN3	Q13286	16p12.1
Protein CLN8	Tbio	CLN8	Q9UBY8	8p23.3
Circadian locomoter output cycles protein kaput	Tbio	CLOCK	O15516	4q12
ATP-dependent Clp protease proteolytic subunit, mitochondrial	Tbio	CLPP	Q16740	19p13.3
Clarin-1	Tbio	CLRN1	P58418	3q25.1
Clarin-3	Tdark	CLRN3	Q8NCR9	10q26.2
Inactive cytidine monophosphate-N-acetylneuraminic acid hydroxylase	Tbio	CMAHP	Q9Y471	6p22.3
Chemokine-like receptor 1	Tchem	CMKLR1	Q99788	12q23.3
Cardiomyopathy-associated protein 5	Tbio	CMYA5	Q8N3K9	5q14.1
Uncharacterized protein C14orf119	Tdark	C14orf119	Q9NWQ9	14q11.2
Uncharacterized protein C14orf132	Tdark	C14orf132	Q9NPU4	14q32.2
Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma	Tclin	PDE6H	Q13956	12p13
Condensin complex subunit 1	Tbio	NCAPD2	Q15021	12p13.31
Condensin complex subunit 2	Tbio	NCAPH	Q15003	2q11.2
